-0.154053,-0.328003,0.939453,0.000000,0.000000,0.000000
-0.165649,-0.322754,0.945068,0.000000,0.000000,0.000000
-0.164063,-0.332153,0.937988,0.000000,0.000000,0.000000
-0.161621,-0.323608,0.927002,0.000000,0.000000,0.000000
-0.162354,-0.329590,0.946167,2.990722,-2.258301,0.183105
-0.149902,-0.331421,0.946045,3.295898,-1.281738,0.305176
-0.145630,-0.326416,0.936646,3.784179,-0.488281,0.976562
-0.152222,-0.324829,0.930908,4.211426,-0.305176,1.281738
-0.159790,-0.327515,0.932373,4.516602,-0.366211,1.342773
-0.156372,-0.327881,0.932617,5.065917,-0.610352,1.403808
-0.156738,-0.334595,0.950073,5.310058,-0.732422,1.464844
-0.162964,-0.326782,0.952759,5.371093,-0.183105,1.647949
-0.164795,-0.336182,0.950806,5.615234,0.976562,1.831055
-0.167969,-0.322021,0.947021,5.310058,0.732422,1.708984
-0.167114,-0.325562,0.947388,4.882813,-0.061035,1.586914
-0.170044,-0.313110,0.959839,4.638672,-1.159668,1.403808
-0.167114,-0.319458,0.955444,4.211426,-1.953125,1.647949
-0.161743,-0.322144,0.950928,4.028320,-2.319336,1.708984
-0.153320,-0.324829,0.953857,4.455566,-1.647949,2.014160
-0.160034,-0.324707,0.955933,4.821777,-0.854492,2.197266
-0.163208,-0.320190,0.961670,4.760742,-0.366211,2.563476
-0.167969,-0.315063,0.974365,4.699707,-0.488281,2.624511
-0.168091,-0.302124,0.962158,4.394531,-0.427246,2.319336
-0.170410,-0.303101,0.966309,3.723144,-0.610352,2.258301
-0.163330,-0.305298,0.953979,3.112793,-1.342773,2.319336
-0.170288,-0.305054,0.970337,2.685547,-1.464844,2.136230
-0.159424,-0.319092,0.979126,2.136230,-1.220703,2.014160
-0.157349,-0.314819,0.965210,1.892090,-0.976562,2.014160
-0.171997,-0.306519,0.978149,1.220703,-0.793457,1.953125
-0.165405,-0.307373,0.964844,0.610352,-0.793457,1.647949
